user_id,username,nickname,private_account,verified_account,description,tags,challenges,video_id,video_url,create_time,music_title,num_comments,num_likes,num_views,num_shares,engagement_rate,image_post
7084980237184517122,kokoabassplayer0,kokoabassplayer,False,False,Wave_2 #wave #light #stone #water,,"stone, water, wave, light",7093036731745799450,https://m.tiktok.com/v/7093036731745799450,2022-05-02 07:25:08,"To Zanarkand (From ""Final Fantasy X"")",0,1,40,0,2.5,
7084980237184517122,kokoabassplayer0,kokoabassplayer,False,False,หมอกหรือควัน - เบิร์ด ธงชัย fingerstyle guitar coverYoutube: https://youtu.be/DWnd1fwEMu8#fingerstyle #guitar #cover #หมอกหรือควัน #เบิร์ดธงชัย,,"หมอกหรือควัน, guitar, cover, เบิร์ดธงชัย, fingerstyle",7084995475870420250,https://m.tiktok.com/v/7084995475870420250,2022-04-10 15:20:58,เสียงต้นฉบับ - kokoabassplayer,1,19,559,0,3.5778175313059033,
7084980237184517122,kokoabassplayer0,kokoabassplayer,False,False,Everybody wants to rule the world - tear for fear fingerstyle guitar cover#everybodywantstoruletheworld #tearforfears #fingerstyle #guitar #cover,,"guitar, cover, everybodywantstoruletheworld, tearforfears, fingerstyle",7084991910175051035,https://m.tiktok.com/v/7084991910175051035,2022-04-10 15:07:07,เสียงต้นฉบับ - kokoabassplayer,0,10,483,0,2.070393374741201,
